text;label
У меня был знакомый, творческая личность, музыкант и все такое... Так вот он по осени очень любил в депрессию впадать. И что бы с депрессией не уходить в запой, он случайно совершенно набрел на уникальное средство - выходил на улицу, находил двух-трех гопников, и говорил им, что они козлы, и напрасно их мама на свет родила. Естесственно, при неравных силах, получал звездюлей по полной программе. Ну и сам, ессстественно душу отводил - драться-то приходилось не на жизнь, а насмерть - что бы гопнички не прибили.И вот возвращался он домой с разбитой физиономией и помятыми ребрами, но уже без депрессии. Говорил, что когда нос сломан или губы вкровь размазаны, то грусть-тоска отпускает, ибо сильная физическая боль затавляет, как ни странно, думать и заботиться о теле, а не о душе. Плюс выделяемый в драке адреналин - очень сильный стимулятор.Девушке конечно сложнее, - но тоже можно попробывать. Только, есстественно не к гопникам обращаться за психологической помощью, а найти сопреника попроще - например обозвать какую-нибудь пригламуренную девицу драной облезлой кошкой. Если та в драку полезет - зер гуд. А не полезет, все равно на душе повеселеет.;депрессия
У меня такая ситуация.Мы встречаемся несколько лет.Жениться не собираемся, он не хочет.Все говорят, что ему просто так удобно..я уже так привыкла жить, просто позволила с собой так обращаться.Я его люблю очень сильно, видимо поэтому так растворилась в нем.Я знаю все эти темы о том, что просто надо чем-то заняться, собой там фитнес...Но мне не помогает.Мне с ним хорошо, я естественно и с подругами общаюсь и работаю(щас временно нет , т.к. недавно уволилась).Короче у него периодические депрессии, чем меня они просто убивают.Тут на днях депрессия у него прогрессировала, он торчал у себя дома, мне не звонил. не приезжал.Я естественно начала спррашивать, что случилось, он сказал, что все плохо, не хочу никого видеть, что все достали и я тоже...Вобщем довел меня до слез, у меня истерика.Потом он извинился, сказал, что меня ему жалко, что он не может дать мне внимание...Вчера приехал, мы вроде как помирились.А сеня вечером я звоню, и опять та же песня...Что плохо, что он не хочет разговаривать,я начала что-то рассказывать о себе, он сказал, что не хочет слушать.Я уже не плачу...Я хочу что-то придумать, как мне от этой ситуации абстрагироваться,как-то надо вызвать к себе интерес, который у него раньше был.Потому что я уверена, если ему надо, то никакая депрессия ему не покатит.Что мне делать?????????????я устала от такого отношения;депрессия
девочки, помогите советом, кто сталкивался с таким явлением как мужская депрессия..МЧ ушел в себя, не звонит, не пишет (за неделю только 2 раза смс, одна в ответ на вопрос, куда пропал, вторая - на 14 февраля - вроде как нежно, но в тоже время обобщенными словами поздравил)...причем я не знаю причин этой депрессии, в отношениях вроде все хорошо было, хотя может быть, чего-то я не видела....мы с ним не так давно встречаемся, ситауция такая впервые, хотя знаю, что периодически у него такое бывает...девочки, как себя вести в такой ситуации? оставить его один на один с его депрессией, не лезть, раз говорил, что в такие моменты ему надо побыть одномуили все-таки как-то поддерживать, пытаться куда-то вывести, развеять, просто ласковым словои поддержать... хотя может ему это не нужно....как вы обычно ведете себя, когда ваши МЧ в такие состояния впадают?;депрессия
В моей жизни случилась тяжелая ситуация, тут же депрессия, от которой нет сил жить просто. выписали антидепрессанты, страшно принимать - почитала отзывы, тем более, от причины то они не избавляют, только от симптомов, ну снимутся симптомы, но через время все вернется на круги своя, т.к. от причины избавиться невозможно. Да еще пока подберут нужное лекарство, месяцами можно травиться тем, что не подходит. Нужно как то менять отношение к ситуации. Но как, если умом понимаешь, а душа не принимает? Вобщем - как справляетесь с депрессией? И, если ктото принимает или принимал антидепрессанты, расскажите какие и отзывы;депрессия
"У меня лет с 16-17 постоянная, непрекращающаяся депрессия, постоянный поток негативных мыслей в голове.Очень долго не могу перескочить с одной мысли на другую, негатив могу прокручивать месяцами один и тот же.Ничего поделать не могу с собой, словно забывчивость отсутствует напрочь.И при всем при этом у меня была и есть превосходная память.Конечно, обследовалась у психотерапевтов.Все время ставят невроз и назначают таблетки, от которых мне только хуже и хуже физически.Когда начинала возражать, мне один врач высказал: ""Вам, девушка, инвалидность нужна, работать не хотите, да?"" Причем тут это, мне плохо очень, уже давно! Я хочу жить нормально. Меня эта депрессия просто ""съела"" в буквальном смысле- уже веса не хватает.Я обследовалась у многих врачей- и ничего н ***** находят.Единственное,***** сть вот такое плюс к депрессии- мой организм вообще н ***** принимает таблеток, никаких- возникает тошнота сильная, головокружение, падает давление.А так вообще я этим не страдаю.Может, у кого-то в семье были такие случаи, кто-то знает, что это????Я задавала вопросы неоднократно на медицинских форумах в сети(я не могу приехать сама в Питер или Москву), но никто мне не ответил даже,в каком направлении обследоваться.Мол, надо вас смотреть очно.";депрессия
У меня депрессия . Я ее не лечила. Стараюсь пережидать эти моменты и справляться своими силами. Не знаю что будет дальше. Хочу ребенка. НО останавливает одно: насколько велик риск послеродовой депрессии? И возможно ли ее избежать?пы.сы: не готова пить таблетки , готова посещать психотерапевта ( нужен хороший , проверенный, в питере);депрессия
Форумчане! Не знаю, поймете меня или нет.Мне 23 года. С июня вот депрессия ужасная. В апреле заболела- целый день на кровати- выявили анемию, пролечилась, но усталость осталась. Просыпалась уже очень уставшая- одно дело сделаю и все! Силы иссякли. Раньше такого не было, еще в январе умудрялась и учиться, и работать. Проверялась на гельминты, не обнаружены, проверяла щитовидку- тоже в норме.Витамины пью. Сама стала принимать йодомарин, стало лучше намного. Сейчас вот наступила депрессия- прям доходит до того, что неохота за собой следить. раньше я выбиралась- там на диско схожу, на природу. Сейчас это не помогает. Надо искать работу, поехать в город, найти квартиру, но у меня нет желания выходить даже из дому. Кто как выходил с депрессии? Не советуйте влюбляться- не помогает. Родные не понимают меня.Читала много тем форума, может действительно это биохимия мозга барахлит...Ваши мысли жду...;депрессия
Какая-то жуткая депрессия у меня с середины лета. Никуда не хожу, не хочется ни с кем общаться. Ничего совершенно не хочется. Обратилась к психологу, но потом забила, ничего это мне не дало. Не знаю, что делать, обращаться к психиатру? Уговариваю мужа уже меня бросить, потому что невозможно жить с таким человеком, как я. У которого все постоянно плохо и который не видит никаких радостей в жизни... То, что он пытается меня как-то вытащить из депрессии, терпит все это, пытается не срываться из-за моего вечного недовольства, еще больше угнетает, я этого не заслуживаю... Я не понимаю причину этой депрессии и не вижу выхода. Чем может помочь психиатр?;депрессия
"Здравствуйте! Подскажите, пожалуйста, те, кто прошёл через депрессию: как вы справились? Недавно сходила к психиатру. Мои опасения подтвердились, мне поставили диагноз ""депрессия"", забыла конкретезацию (наступила она после 2,5 лет стресса). Выписали фенибут, который я ранее пила, когда лечила булимию, и сертралин (золофт). У меня ощущение, что моей энергии хватает на пару часов, после чего я падаю на кровать полностью без сил. Слёзы наворачиваются. С трудом могу писать. Ощущение, что я кусок желе. Полностью отвращение ко всему телесному, включая: поцелуи, объятия, секс. Я не знаю что делать, ибо на мне лежит очень большая ответственность. Я должна ходить каждый день на учёбу, вести педагогическую практику и работать. Иногда я не могу ходить на учёбу, начинаются проблемы. Как бороться?";депрессия
Дорогие девочки, милые девушки, прекрасные женщины! Очень нужна ваша помощь! Поделитесь опытом победы на депрессией. Что вам помогло избавиться от депрессии? Что вы поменяли в себе? Какие книги читали или какие попытки предпринимали? Любой совет ценен! Спасибо!!! Желаю вам счастливой и радостной жизни!;депрессия
Видела много постов с вопросом о том, как справиться с депрессией. Мне не хочется в каждом ответ писать, поэтому я создаю эту тему. Чтобы все знали!!! Как это сделать наверняка! Способ только один.Депрессия возникает только по одной причине - жизнь мечты и жизнь по факту разные, вообще разные.Девушка актрисой мечтала быть и жить в Париже, а работает экономистом и живет в провинции в России. Вот она просыпается утром и видит эту всю дичь...и думает: может к психологу, может хобби поможет, чем пустоту то закрыть? Ничем. Если у человека есть в голове картина желаемой жизни, свое призвание и путь - он будет счастлив только идя по нему. Истина. Если ты миллиардерша, муж твой Ален Делон и у вас трое детей лапочек, но мечтала то ты всю жизнь научные открытия делать...страдать будешь всегда и ни один психолог не поможет. Потому что это не твой путь.И как только человек начнет жить согласно своему предназначению, он страдать перестанет. Даже если до достижения цели работать лет 20. Но ты то знаешь что делаешь все правильно, а оттого счастлива.В общем, живите согласно своему призванию и идите к своей мечте, какой бы она ни была. И не будет у вас никакой депрессии.;депрессия
Доброго времени суток, милые дамы. Начну с того, что в 14 лет я испытала стресс, который моя психика не осилила. Потом появилась депрессия, дереализация. Я жила как овощ вплоть до того момента, пока не начались сыпаться болезни, одна из которых не даёт покоя мне до сих пор. Случилось это к годам 15-им уже. Потом начались обследования, больницы, нетрадиционные методы лечения ( в связи с чем были постоянные надежды). Проблема у меня с глазами. Постоянно воспалены, режущие боли, припухшие веки, на солнце очень остро реагируют жжением, хочу в солнцезащитных очках очках зимой и летом, в кепке дополнительно. . Я это к тому, что сейчас мне исполнилось 20, а я до сих пор варюсь во всём этом и не знаю КАК же мне вынырнуть из своего болота. Сейчас я снова лечусь у психотерапевта, и не знаю, поможет ли лечение, которое сгладит депрессию, в моём случае...Я просто не знаю, в чем моя основная проблема, в болезни, которая даёт дискомфорт, или в психических проблемах, которые начались раньше? Я понимаю, что не могу принять эту болезнь. Мне кажется, что она меня ограничивает. Что будущего у меня нет. Вследствие чего постоянная тревога. В то же время прекрасно понимаю, что есть люди, у которых гораздо худшие физические болезни, и ничего, живут и радуются жизни, а главное - хотят жить...Помогите, пожалуйста, дайте совет, если у вас был похожий опыт в жизни, или же оцените ситуацию со стороны, что вы считаете нужным мне посоветовать? Хоть что-то..Прошу, не нужно негатива, я всем вам желаю добра, хочу, чтобы кто-либо сказал те слова, что возможно мне помогут. Осознать и принять. Спасибо.;депрессия
Здравствуйте. К психологу и психиатру не хожу, но я проходила много тестов на депрессию, и все показывали положительные результаты. Такое состояние у меня не прекращается несколько месяцев (каждый день симптомы проявляются). + тревога, проблемы с дыханием, жжение и каждый день, о боже, слёзы. Но самое худшее - то, что это стало моей зоной комфорта. Я понимаю, что спорт позитивные мысли медитация и т.д. смогут помочь мне, но я просто не могу поднять свою задницу с дивана и начать заниматься тем же спортом. Даже не хочу. Короче, депрессия - моя зона комфорта. Как воспитать силу воли и заставить себя улучшать себя?;депрессия
Связи со стрессами и событиями в моей жизни у меня депрессия,неврозы.Плачу думая о том,что никому ненужна.Друзей нет.Как вы справляетесь с депрессией? Спасибо за советы.Очень плохо.;депрессия
всем привет ,не знаю что происходит с11 недели беременности началось ужасное состояние учащённое сердцебиение ,внутренние нервное напряжение ,паника внутри ,ощущаю невроз хочется бежать от себя ,сердце стучит до такой степени ,что начинает болеть и пробирает кашель от того как сильно колотит ,иногда это все переходит в депрессию, это состояние с утра до вечера ,оно выматывает и раздражает, не успеваю открыть глаза а сердце уже колотит, и так весь день (не о чем плохом не думаю нервничать не хочу , не срываюсь на ком либо ,именно все это в организме внутри ,будто организм он стал жить своей жизнью, состояние навязывается само, врач сказала пить новопассит типо такая реакция на беременность .но как убрать именно это напряжение внутри ,внутри все сжато ,сердце и желудок сжимает будто страхом ,даже чем то напоминает панические атаки ,но это не они ,как схватило приступом так и не отпускает(уже 21неделя хотела записаться к неврологу он меня не принял сказал ,что беременным таблетки пить нельзя а больше не чем и не поможешь(( из за этого состояния болит живот очень ,уже было открытие поставили кольцо ,сейчас плацента низко(( девочки у кого было подобное нервное состояния все ли хорошо закончилось ?именно затяжные стрессы ,невроз депрессия в затяжном виде;депрессия
Страдаю от неё более 2х лет + окр. Сейчас мне 25 лет. В университете была активным человеком - сама писала все дипломы, хобби, танцы, клубы. Да все делала. Потом замкнулась в себе. Посещала психологов, пью антидепрессанты. Депрессия чередуется с манией и только редко бывают промежутки моего нормального состояния. Каждый раз не знаю сколько депрессия может продлится на этот раз. Может, полгода, может, 2 недели. Но сейчас,кажется, а таблетки уже ничего не помогает. Ни на чем не могу сосредоточиться. Все занятия бросила т. к нет концентрации ни на чем. Стараюсь не жить болезнью, в периоды нормального состояния езжу заграницу для смены обстановки, занимаюсь хобби. Но в период депрессии чувствую себя будто отупевшей. Сижу и не могу понять что читаю. Не сплю. Голова квадратная. Почти не ем. Я могу позволить себе не работать, есть жилье, жених - вроде все, что нужно для счастья. Был доп доход. Но его бросила ибо не могу сосредоточиться. Родственникам пофигу чем я занималась или не занимаюсь, они всегда откупаются ся деньгами. Жених не понимает - весь в работе. Иногда смотрю на окно и думаю не выйти ли в него. Расскажите вашу историю.;депрессия
Каждый день у меня апатия и не хочется ничего делать. Нет интересов, нет желания ухаживать за собой, растеряла всех друзей, не хочу ни с кем общаться, очень много ем, даже когда вовсе не хочется. Ненавижу себя за лень. Врач поставил диагноз депрессия, но я в нее не верю и считаю это бредом, я могу понять ОРЗ, гипертонию, но не какую-то депрессию.;депрессия
Помогите найти себя и понять, кто я:(Проблема для меня серьезная, прошу без стеба. Я была принципиальной девственницей. ( русская) Была- потому что из-за отчаянья и депрессии позволила себе со и ас , я была не в себе, то есть я понимала, что делаю, но мне было все равно- хоть режьте. Была депрессия и я назло это сделала. И продолжила делать, так как посчитала себя грязной, рыдала, потом думала- мне так и нужно. получу удовольствие хотя бы. После впадала ещё в большую депрессию, ненавидела тело, делала снбе плохо. Мне не 15 лет , уже давно высшее окончила, неглупа была и внешность хорошая. Но теперь мне так плохо- я «там» осталась целой, а все другое.... Да - нужно было не делать, сделала, дура, плохо, больно, мне было очень важно быть чистой- для себя, девственницей до свадьбы. Мечта была:) В теперь я не знаю - кто я. Кто знает- тот осуждает, говорит, что я ш...а, а я верю в это и жизнь- на жизнь. Как вам кажется- я уже не невинна да? И не девственница? Мне правда очень больно,и,может, хоть как-то мне ответы помогут ...Прости я себя потеряла - и быть невинной для меня много значило, а теперь я кто:((((Поймите правильно, не судите;депрессия
У сестры депрессия, апатия. Но по внешним признакам не самая сильная. Просто мне кажется надоела работа, мужа не любит , надо все менять и тд. Жалуется конечно, трудно уйти.Ей советовали сходить к психотерапевту. Была у одного, особо ничего не дало. Таблетки пропила.И сейчас записалась ещё раз, я как поняла к городскому.Вчера звонит и говорит - меня насильно в психушку хотят забрать. Говорят острая форма, типа она руки может на себя наложить. Сестра в шоке, о суициде вообще даже не думала никогда. Ее могут насильно забрать,??? И вообще лечат ли в наших психбольницах от депрессии? Или ее просто напичкают таблетками какими-то?;депрессия
Мне 16 лет. У меня депрессия с акне. Очень сильное обострение в последнее время, никуда не хочу выходить, хоть сейчас уже весна, солнце и т.д.. Раньше красилась, сейчас их такое кол-во, что невозможно замаскировать и они большие. Прежде чем писать про лечение, диету, почитайте мою тему «Акне, угревая болезнь». Я там всё подробно описала и в данный момент пропиваю два антибиотика с ОК, идёт 4 день, как их пью, но это ещё очень мало для результата. Друзей почти нет, больше знакомых, только одна подруга. Все злорадствуют по поводу акне. Может быть у кого-нибудь была похожая ситуация, расскажите, как вышли из депрессии по поводу акне.;депрессия
На днях мне поставили диагноз « глубокая депрессия « 4 года я вообще не жила . Я даже не помню последние 4 года своей жизни , нет , тоесть в моей жизни происходили какие то события, но это все как во сне . А началось это в мои 20 лет , я расталась с парнем , с которым мы были вместе около 3х лет . Инициатором была я, потому что он поднимал руку , и был жёстким манипулитором , просто вот как во всех статьях про тиранов . И все я просто после этого расставания пошла на дно , я просто много спала , мало ела, не выходила из дома . Спустя пол года я умудрилась встретить парня , который стал мне будущим мужем , я не любила его ни дня , но он очень хороший , и я теперь не советую выходить девушкам замуж не по любви . За 3 года из за сильнейшего гормонального сбоя я набрала 45 кг , мне элементарно тяжело ходить . Я все время сплю , никуда не выхожу и не вижу смысла дальше жить . Мой муж , он невероятный , ему больно видеть меня в таком состоянии , потому что знает что раньше ( больше 5 лет назад ) я была очень активной , ездила по всему миру , у меня было куча друзей , имела свой маленький бизнес ( с 17 лет ) а сейчас я не имею никакой ценности . Все живут своей жизнью ... а я просто не живу , это не передать словами . Муж мне предлагает давай поедем туда , переедем , заведём собаку , сделаем тебе блог о похудении, чтобы у тебя была мотивация , а я немогу взять себя в кучу . Когда мне озвучили сой диагноз , мне стало легче , теперь мне хоть понятно что со мной , как будто я уснула в 20 лет и в 24 проснулась , когда упустила все шансы в жизни ... незнаю ... кто пережил депрессию ? И взял себя в руки ? Вылечился ?;депрессия
у всех ли людей бывает депрессия хотя бы раз в жизни? и все ли люди думают о самоубийстве иногда?вот так заинтересовало? може есть люди на земле которые не подвержены депрессиями? может из-за генов, и количеству гормонов, дофамина итд.интресно конечно, как все это возникло с эволюционной точки зрения...лично у меня депрессия это жизнь, а мысли о самоубийстве на четвертом месте...;депрессия
Добрый день! У нас проблема, моей дочери 15 лет и у неё просто депрессия и истерика, связанные с карантином. Сейчас мы находимся на даче, можно во двор выходить, в лесу гулять. Но у неё депрессия уже 3 дня. Говорит, что ее друзья каждый день собираются и гуляют в парках, а она сидит на даче, в глуши, отец выпивает и поддержки нет никакой с нашей стороны. Действительно, я сейчас занята, работаю удалённо, времени с ней поговорить нету. Как ее успокоить? Ведь есть и ситуации похуже... Кто-то сейчас находится в городе и сидит в квартире, а мы на даче. Это же лучше, можно дышать свежим воздухом,гулять, но ей этого мало... Плачет даже по ночам;депрессия
Много говорят про послеродовую депрессию. Но почему то не принято говорить про послесвадебную депрессию. У кого такое было? Как оказалось, есть даже такой термин. У меня после свадьбы депрессия, и у нас нет интимной жизни, после того как я стала говорить о детях... хотя он говорит что не против, только если мне очень хочется. Но стал избегать близость, думаю из-за этого....;депрессия
"Девушки, вот у нас почему то не принято лечить послеродовую депрессию, а ведь это очень частая ситуация. Женщины начинают себя неадекватно, эмоционально вести, что, конечно, передается мужьям. Начинается непонимание, агрессия в семье, рушатся семьи. Почему в нашей стране врачи, ведущие беременную женщину, не лечат послеродовую депрессию и просто игнорируют??? На Западе это первое, что заметит лечащий врач. И я думаю, это основная проблема ""яжемать "" синдрома. И ниогдна женщина не признает, что у нее депрессия, как будто это что-то постыдное.... Хотя это обычная проблема";депрессия
Самое обидное, что окружающие не понимают людей с такой проблемой. Они воспринимают человека с такой проблемой просто, как капризного ребенка. И могут даже сказать: ты как тюфяк, у других реально проблемы, а ты ноешь и т.д. Ведь большинство людей решили, что когда у них недельку плохое настроение, то это и есть депрессия, но они глубоко заблуждаются. И понять даже не пытаются. Именно эти люди и являются раздражителем и именно они ещё больше воспламеняют депрессию. Я бы на время этой болезни вычеркнула из своей жизни друзей и подруг, которые вас не понимают в этой ситуации, если вы не хотите озлобиться на них. Они вам не помогут, а только усугубят ситуацию. И простить их будет сложно потом. И именно такие люди первые осудят человека, который сделает с собой что-то ужасное. Они будут его полевать какой он плохой и не подумал о близких. Но себя они виноватыми никогда считать не будут! Если вас окружают похожие люди, то бегите от них и даже не пытайтесь донести им, как вам плохо. Ничего не доказывайте им и не унижайтесь. На ваше состояние всем плевать, кроме близких родных. Не нужно переставать общаться со всеми, а только с теми, после общения с которыми у вас ухудшается настроение еще больше, чем было. Самое главное, не пытайтесь найти чудо-человека, который вас исцелит. Нет такого! Не ходите к психологу, вы потратите кучу денег, но толку не будет. Вам будут советовать, чтоб вы думали о хорошем. Если лезут плохие мысли, то сразу переключать мозг на другие позитивные мысли. Мне кажется, такие методы могут помочь только легко внушаемым людям, но у них, наверное, и не бывает депрессии, если они так хорошо внушают себе любую информацию. Мозг не дурак и будет знать, что это липовые позитивные мысли. Еще часто психологи пытаются копать в прошлом и детстве, но я этого не понимаю. Прошлое не изменить и копайся в нем сколько угодно, но это не поможет в настоящем. А берут они за час своей работы минимум 20 долларов.;депрессия
40 акушерских недель беременности , одним словом я *** ... Мамочки у кого была такая же депрессия и усталость на последних сроках , вот расскажу вам , муж на работе до поздна , мама тоже не дома уехала в гости и я весь день одна , заняться нечем толком , хожу как разбитая , да это нормально что все болит и сильная усталость но я уже устала от этого честно . Весь день то ем то сплю то смотрю фильм то уберусь скукота , сейчас вообще заплакала приехал муж с работы я уже спала почти проснулась он сказал что к другу заехал поговорил и домой , я начала ныть потому что мол я его жду мне так скучно а он сразу домой не поехал ко мне , но я ему не чё не сказала просто поревела обняла его , вот девочки стала очень плаксивой от того что очень устала , устала и физически и морально . Уже ходить тяжело боли по всему телу , не лечь нормально не получается , дуратская бессонница не покидает , ночью очень тяжело , в туалет бегаю очень часто можно вообще с него не вставать , животик мешает , ещё и ною что после родов не уйдет живот или растяжки которые есть чучуть останутся , и целюль , просто сплошная одна депрессия вам наверное это знакомо . Чувствую себя неуклюжей некому не нужной одинокой (( очень хочется родить по скорее встретиться со своей дочей , но очень тяжело уже . Как вы справлялись с этим всем когда были беременной , была ли у вас такая депрессия , все ли будет хорошо после родов (;депрессия
Со дня на день должна родить и я очень боюсь ПРД. Родов не боюсь, боль могу терпеть, рожать буду с хорошими врачами и анестезия 100% будет. После родов рядом будет каждый день мама, во время родов тоже муж или мама рядом хотят быть. Я очень люблю ухаживать за собой и люблю быть всегда красивой, мама мне говорит что будет оставаться с ребёнком, пока я смогу сходить покрасить волосы, ногти сделать. Кормить грудью настраивает только муж, мама говорит - не пойдёт, купишь смесь и все, не волнуйся. Я очень боюсь депрессии. В интернете вижу истории девушек, как они ненавидели младенцев, как ненавидел крики, хотели выйти в окно, и мне вот страшно. Это мой первый ребёнок, мне 21, младших братьев / сестёр не было. У многих моих подруг ( старше меня чуть) есть дети маленькие, но они не в депрессии, нормально живут. Скажите, как не попасть в эти все нервы и депрессняк? Дайте может советы какие-то, как не заморачиваться лишний раз;депрессия
